School_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
REGENT SECONDARY SCHOOL,SECONDARY (S1-S5),TAEKWONDO,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),ART AND CRAFTS,CLUBS AND SOCIETIES,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),AUDIO VISUAL AID,CLUBS AND SOCIETIES,MULTIMEDIA CLUB
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),BADMINTON,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),BASKETBALL,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),BOYS' BRIGADE,UNIFORMED GROUPS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),BROADCASTING,CLUBS AND SOCIETIES,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),CANOEING,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),CHINESE CALLIGRAPHY AND BRUSH PAINTING,CLUBS AND SOCIETIES,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),CHINESE CHESS,CLUBS AND SOCIETIES,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),CHINESE CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,BICULTURAL LEADERS ACADEMY
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),CHINESE DANCE,VISUAL AND PERFORMING ARTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),CHINESE DRAMA,VISUAL AND PERFORMING ARTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),"CHINESE LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,CHINESE DEBATE
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),CHINESE WEIQI,CLUBS AND SOCIETIES,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),CHOIR,VISUAL AND PERFORMING ARTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),COMMUNITY SERVICE,CLUBS AND SOCIETIES,SERVICE & CITIZENSHIP SOCIETY
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),CONCERT BAND,VISUAL AND PERFORMING ARTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),CROSS COUNTRY,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),"ENGLISH LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,ENGLISH DEBATE
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,THE ECO-SUSTAINABILITY LEADERS ACADEMY
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),FLOORBALL,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),FOOTBALL,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),FRISBEE,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),GIRL GUIDES,UNIFORMED GROUPS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),GOLF,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),HISTORY,CLUBS AND SOCIETIES,HISTORY & CURRENT AFFAIRS SOCIETY
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),INTERNATIONAL AND GLOBAL STUDIES,CLUBS AND SOCIETIES,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),INTERNATIONAL CHESS,CLUBS AND SOCIETIES,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),MATHEMATICS,CLUBS AND SOCIETIES,MATHEMATICS LEADERS ACADEMY
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),MODERN DANCE,VISUAL AND PERFORMING ARTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),NATIONAL CADET CORPS (LAND),UNIFORMED GROUPS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),NATIONAL CADET CORPS (SEA),UNIFORMED GROUPS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),NETBALL,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),PHOTOGRAPHY,CLUBS AND SOCIETIES,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),PHYSICAL SCIENCE,CLUBS AND SOCIETIES,SCIENCE LEADERS ACADEMY
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),PUBLICATION,CLUBS AND SOCIETIES,EDITORIAL CLUB
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),SCOUTS,UNIFORMED GROUPS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),SINGAPORE NATIONAL YOUTH CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),SINGAPORE NATIONAL YOUTH ORCHESTRA,VISUAL AND PERFORMING ARTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),SOCIAL STUDIES,CLUBS AND SOCIETIES,HUMANITIES & SOCIAL SCIENCES LEADERS ACADEMY
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),SOFTBALL,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),SP-CCA (ATHLETICS),PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),SP-CCA (WATER POLO),PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),ST JOHN BRIGADE,UNIFORMED GROUPS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),STUDENT LEADERSHIP (COUNCIL),OTHERS,STUDENT LEADERSHIP DEVELOPMENT ACADEMY
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),SWIMMING,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),TABLE TENNIS,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),TAEKWONDO,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),TCHOUKBALL,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),TRACK AND FIELD,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),VOLLEYBALL,PHYSICAL SPORTS,
RIVER VALLEY HIGH SCHOOL,MIXED LEVEL (S1-JC2),WUSHU,PHYSICAL SPORTS,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,VISUAL ARTS CLUB
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,CHINESE WEIQI,CLUBS AND SOCIETIES,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,CONCERT BAND,VISUAL AND PERFORMING ARTS,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,BROWNIES
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,DANCE ENSEMBLE
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,RED CROSS YOUTH,UNIFORMED GROUPS,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (HOUSE),OTHERS,CCA LEADERS
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,STUDENT COUNCIL
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,STUDENTS' COUNCIL,CLUBS AND SOCIETIES,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,VOLLEYBALL,PHYSICAL SPORTS,
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,FLOORBALL,PHYSICAL SPORTS,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,HOME ECONOMICS,CLUBS AND SOCIETIES,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,PLAY CLUB
RIVERSIDE PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,STRING ENSEMBLE,VISUAL AND PERFORMING ARTS,
RIVERSIDE PRIMARY SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),ART AND CRAFTS,CLUBS AND SOCIETIES,VISUAL ARTS
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),AUDIO VISUAL AID,CLUBS AND SOCIETIES,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),BADMINTON,PHYSICAL SPORTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),BASKETBALL,PHYSICAL SPORTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),BOYS' BRIGADE,UNIFORMED GROUPS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),CHINESE DANCE,VISUAL AND PERFORMING ARTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),CHOIR,VISUAL AND PERFORMING ARTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),CONCERT BAND,VISUAL AND PERFORMING ARTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),CULTURAL DANCE,VISUAL AND PERFORMING ARTS,MULTI-CULTURAL DANCE SOCIETY
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),FOOTBALL,PHYSICAL SPORTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),GIRLS' BRIGADE,UNIFORMED GROUPS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),INDIAN DANCE,VISUAL AND PERFORMING ARTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,DIGITAL MEDIA CLUB
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),MALAY DANCE,VISUAL AND PERFORMING ARTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),MODERN DANCE,VISUAL AND PERFORMING ARTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CADET CORPS (SEA),UNIFORMED GROUPS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL CIVIL DEFENCE CADET CORPS,UNIFORMED GROUPS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),NATIONAL POLICE CADET CORPS,UNIFORMED GROUPS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),NETBALL,PHYSICAL SPORTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),ROBOTICS,CLUBS AND SOCIETIES,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),SOFTBALL,PHYSICAL SPORTS,
RIVERSIDE SECONDARY SCHOOL,SECONDARY (S1-S5),SP-CCA (ATHLETICS),PHYSICAL SPORTS,
RIVERVALE PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
RIVERVALE PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
RIVERVALE PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
RIVERVALE PRIMARY SCHOOL,PRIMARY,BRASS BAND,VISUAL AND PERFORMING ARTS,
RIVERVALE PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
RIVERVALE PRIMARY SCHOOL,PRIMARY,DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,DRAMA
RIVERVALE PRIMARY SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
RIVERVALE PRIMARY SCHOOL,PRIMARY,GUZHENG ENSEMBLE,VISUAL AND PERFORMING ARTS,
RIVERVALE PRIMARY SCHOOL,PRIMARY,HOCKEY,PHYSICAL SPORTS,
RIVERVALE PRIMARY SCHOOL,PRIMARY,HOME ECONOMICS,CLUBS AND SOCIETIES,LIFESKILLS
RIVERVALE PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,MEDIA CLUB
RIVERVALE PRIMARY SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,INTERNATIONAL DANCE
RIVERVALE PRIMARY SCHOOL,PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,
RIVERVALE PRIMARY SCHOOL,PRIMARY,NETBALL,PHYSICAL SPORTS,
RIVERVALE PRIMARY SCHOOL,PRIMARY,RED CROSS YOUTH,UNIFORMED GROUPS,
RIVERVALE PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,
RIVERVALE PRIMARY SCHOOL,PRIMARY,TAEKWONDO,PHYSICAL SPORTS,
ROSYTH SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,
ROSYTH SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,BADMINTON
ROSYTH SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
ROSYTH SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,
ROSYTH SCHOOL,PRIMARY,CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
ROSYTH SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
ROSYTH SCHOOL,PRIMARY,COMICS AND ILLUSTRATION,VISUAL AND PERFORMING ARTS,MANGA ART
ROSYTH SCHOOL,PRIMARY,CONCERT BAND,VISUAL AND PERFORMING ARTS,
ROSYTH SCHOOL,PRIMARY,DEBATING AND PUBLIC SPEAKING,CLUBS AND SOCIETIES,
ROSYTH SCHOOL,PRIMARY,"ENGLISH LANGUAGE, DRAMA AND DEBATING",CLUBS AND SOCIETIES,ORATORICAL CLUB
ROSYTH SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,
ROSYTH SCHOOL,PRIMARY,FOOTBALL,PHYSICAL SPORTS,
ROSYTH SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,
ROSYTH SCHOOL,PRIMARY,HEALTH AND FITNESS,PHYSICAL SPORTS,
ROSYTH SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,
ROSYTH SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,
ROSYTH SCHOOL,PRIMARY,INTERNATIONAL CHESS,CLUBS AND SOCIETIES,
ROSYTH SCHOOL,PRIMARY,MATHEMATICS,CLUBS AND SOCIETIES,E2K MATHS
ROSYTH SCHOOL,PRIMARY,MODERN DANCE,VISUAL AND PERFORMING ARTS,
ROSYTH SCHOOL,PRIMARY,MODULAR CCA (SPORTS),PHYSICAL SPORTS,
ROSYTH SCHOOL,PRIMARY,PHYSICAL SCIENCE,CLUBS AND SOCIETIES,E2K SCIENCE
ROSYTH SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,
ROSYTH SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
ROSYTH SCHOOL,PRIMARY,TENNIS,PHYSICAL SPORTS,
ROSYTH SCHOOL,PRIMARY,TRACK AND FIELD,PHYSICAL SPORTS,
ROSYTH SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,
RULANG PRIMARY SCHOOL,PRIMARY,ART AND CRAFTS,CLUBS AND SOCIETIES,Art Club
RULANG PRIMARY SCHOOL,PRIMARY,BADMINTON,PHYSICAL SPORTS,
RULANG PRIMARY SCHOOL,PRIMARY,BASKETBALL,PHYSICAL SPORTS,
RULANG PRIMARY SCHOOL,PRIMARY,CHINESE DANCE,VISUAL AND PERFORMING ARTS,
RULANG PRIMARY SCHOOL,PRIMARY,CHINESE ORCHESTRA,VISUAL AND PERFORMING ARTS,
RULANG PRIMARY SCHOOL,PRIMARY,CHOIR,VISUAL AND PERFORMING ARTS,
RULANG PRIMARY SCHOOL,PRIMARY,ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,
RULANG PRIMARY SCHOOL,PRIMARY,GIRL GUIDES (BROWNIES),UNIFORMED GROUPS,BROWNIES
RULANG PRIMARY SCHOOL,PRIMARY,HANDBALL,PHYSICAL SPORTS,MULTI-SPORT (FRIDAY)
RULANG PRIMARY SCHOOL,PRIMARY,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,
RULANG PRIMARY SCHOOL,PRIMARY,INTERNATIONAL CHESS,CLUBS AND SOCIETIES,
RULANG PRIMARY SCHOOL,PRIMARY,MALAY DANCE,VISUAL AND PERFORMING ARTS,INT DANCE
RULANG PRIMARY SCHOOL,PRIMARY,ROBOTICS,CLUBS AND SOCIETIES,
RULANG PRIMARY SCHOOL,PRIMARY,ROPE SKIPPING,PHYSICAL SPORTS,
RULANG PRIMARY SCHOOL,PRIMARY,SCOUTS,UNIFORMED GROUPS,
RULANG PRIMARY SCHOOL,PRIMARY,SOFTBALL,PHYSICAL SPORTS,
RULANG PRIMARY SCHOOL,PRIMARY,STUDENT LEADERSHIP (PREFECT),OTHERS,
RULANG PRIMARY SCHOOL,PRIMARY,VOLLEYBALL,PHYSICAL SPORTS,MULTI-SPORT (MONDAY)
RULANG PRIMARY SCHOOL,PRIMARY,WUSHU,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),ARCHERY,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),ARTISTIC GYMNASTICS,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),BADMINTON,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),BASKETBALL,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),BIOLOGICAL SCIENCE,CLUBS AND SOCIETIES,APPLIED RESEARCH CLUB@SST
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),CANOEING,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),CHINESE CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),DESIGN AND INNOVATION,CLUBS AND SOCIETIES,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),DIVING,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),ENGLISH CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),ENGLISH DRAMA,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA CLUB
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),ENTREPRENEURSHIP,CLUBS AND SOCIETIES,INNOVATION AND ENTREPRENEURSHIP TDP
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),ENVIRONMENTAL SCIENCE,CLUBS AND SOCIETIES,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),FENCING,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),FLOORBALL,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),FOOTBALL,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),FRISBEE,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),GUITAR ENSEMBLE,VISUAL AND PERFORMING ARTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),HANDBALL,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),HISTORY,CLUBS AND SOCIETIES,HUMANITIES CLUB
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),INDIAN CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),INFOCOMM TECHNOLOGY (COMPUTING),CLUBS AND SOCIETIES,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),CLUBS AND SOCIETIES,MEDIA CLUB
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),MALAY CULTURE AND LANGUAGE,CLUBS AND SOCIETIES,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),MATHEMATICS,CLUBS AND SOCIETIES,MATHEMATICS CLUB
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),MODULAR CCA (C&S),CLUBS AND SOCIETIES,CYBER WELLNESS
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),NATIONAL EDUCATION,CLUBS AND SOCIETIES,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),PHYSICAL SCIENCE,CLUBS AND SOCIETIES,SCIENCE CLUB
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),POP AND JAZZ,VISUAL AND PERFORMING ARTS,SHOW CHOIR AND DANCE
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),ROBOTICS,CLUBS AND SOCIETIES,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),SAILING,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),SCOUTS,UNIFORMED GROUPS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),SINGAPORE YOUTH FLYING CLUB,CLUBS AND SOCIETIES,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),SP-CCA (WATER POLO),PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),SPACE SCIENCE,CLUBS AND SOCIETIES,ASTRONOMY CLUB
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),SWIMMING,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),TAEKWONDO,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),TCHOUKBALL,PHYSICAL SPORTS,
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",SECONDARY (S1-S4),TRACK AND FIELD,PHYSICAL SPORTS,ATHLETICS
